hi_Appearance,hi_ApprenticeClass,hi_BackLength,hi_BaseOdds,hi_BasePlaceOdds,hi_BasePlacePops,hi_BasePops,hi_BasisWeight,hi_BellySize,hi_BodyComposite1,hi_BodyComposite2,hi_BodyComposite3,hi_BodyLength,hi_BodyType,hi_Brinker,hi_CancelFlag,hi_ChangeJockey,hi_ChangeStable,hi_ChestSize,hi_ClassCode,hi_ClassExperience,hi_ClassPrize,hi_CompositeScore,hi_CompositeSign,hi_ConditionClass,hi_ConditionScore,hi_CourseCode,hi_DevelopmentSign,hi_DirtFitness,hi_DisciplineExperience,hi_DistanceExperience,hi_DistanceFitness,hi_DistanceFitness2,hi_DoCastration,hi_DowngradingFlag,hi_FirstphaseScore,hi_FrameNumber,hi_FrontLegLength,hi_FrontPastern,hi_FrontStepLength,hi_GeneralInfo1,hi_GeneralInfo2,hi_GeneralInfo3,hi_GeneralInfo4,hi_GeneralInfo5,hi_HeadSize,hi_HeavyFitness,hi_HindLegLength,hi_HindPastern,hi_HindStepLength,hi_HipSize,hi_HoofCode,hi_HorseID,hi_HorseName,hi_HorseNumber,hi_HorseRemarks1,hi_HorseRemarks2,hi_HorseRemarks3,hi_HorseSignCode,hi_IDM,hi_IDMSign,hi_InfoScore,hi_InfoSign,hi_JockeyCode,hi_JockeyName,hi_JockeyPlace,hi_JockeyQuinella,hi_JockeyScore,hi_JockeySign,hi_JockeyWin,hi_LastPhaseOrder,hi_LastRunJockeyCode,hi_LastRunReference,hi_LastphaseDelta,hi_LastphaseInOut,hi_LastphaseScore,hi_LastphaseScoreOrder,hi_LateStartPer,hi_LsScoreOrder,hi_MiddlephaseDelta,hi_MiddlephaseInOut,hi_MiddlephaseOrder,hi_NeckLength,hi_OofDelta,hi_OofInOut,hi_OofPrediction,hi_OwnerCode,hi_OwnerName,hi_PacePred,hi_PaceScore,hi_PaceScoreOrder,hi_PaddockRank,hi_PedigreeID,hi_PoistionScore,hi_PopScore,hi_PositionScoreOrder,hi_Pre1RaceID,hi_Pre1ResultID,hi_Pre2RaceID,hi_Pre2ResultID,hi_Pre3RaceID,hi_Pre3ResultID,hi_Pre4RaceID,hi_Pre4ResultID,hi_Pre5RaceID,hi_Pre5ResultID,hi_PreciousTicketScore,hi_PreciousTicketSign,hi_Prize,hi_RaceID,hi_RaceRound,hi_RecuperationType,hi_Rotation,hi_RunningScore,hi_RunningScoreOrder,hi_RunningSign,hi_RunningStyle,hi_RunningStyle2,hi_RunningType,hi_SexCode,hi_ShoulderAngle,hi_SpecificInfo1,hi_SpecificInfo2,hi_SpecificInfo3,hi_SpecificInfo4,hi_SpecificInfo5,hi_StableDate,hi_StableElapsedDates,hi_StableEvalCode,hi_StableRaceCount,hi_StableRank,hi_StableScore,hi_StableSign,hi_StartScore,hi_TailAngle,hi_TailShaking,hi_Times,hi_TomoAngle,hi_TrainScore,hi_TrainSignCode,hi_TrainerCode,hi_TrainerDivision,hi_TrainerName,hi_TrainingSign,hi_TransportClass,hi_TurfFitness,hi_WeightAFD,hi_WeightDeltaAFD,hi_Year,ri_CourseCode,ri_Datetime,ri_Day,ri_Discipline,ri_Distance,ri_FirstPrize,ri_HaedCount,ri_InOut,ri_LeftrRight,ri_Month,ri_RaceGrade,ri_RaceID,ri_RaceKind,ri_RaceRequirements,ri_RaceWeights,ri_SecondPrize,ri_ThirdPrize,ri_Time,ri_Year,hr_AtmospherCode,hr_BasisWeight,hr_BodyCode,hr_ClassCode,hr_ClassPrize,hr_ConditionCode,hr_CourseCode,hr_CourseInfo,hr_CoursePosition,hr_Disadvantage,hr_DisadvantageFinal,hr_DisadvantageMiddle,hr_DisadvantageOpening,hr_Discipline,hr_Distance,hr_FieldStatus,hr_FinishingTime,hr_First3FDelta,hr_First3FTime,hr_FirstphaseScore,hr_HaedCount,hr_HorseID,hr_HorseName,hr_HorseNumber,hr_HorsePace,hr_InOut,hr_IrregularCategory,hr_JRDBRemarks,hr_JockeyID,hr_JockeyName,hr_JrdbField,hr_JrdbIDM,hr_JrdbPace,hr_JrdbRaw,hr_Last3FDelta,hr_Last3FTime,hr_LastPhaseScore,hr_LateStart,hr_LeftRight,hr_MorningOdds,hr_MorningPlaceOdds,hr_Odds,hr_OrderOfFinish,hr_PaceScore,hr_Pass1,hr_Pass2,hr_Pass3,hr_Pass4,hr_PaybackPlace,hr_PaybackWin,hr_PedigreeID,hr_PlaceOdds,hr_Pops,hr_Position,hr_PositionAtCorner,hr_Prize,hr_RaceCategory,hr_RaceCondition,hr_RaceGrade,hr_RaceID,hr_RaceInfo,hr_RaceName,hr_RacePace,hr_RacePaceScore,hr_RaceRemarks,hr_RaceRunStyle,hr_RegisterdDate,hr_ResultID,hr_TimeDelta,hr_TrainerID,hr_TrainerName,hr_WeatherCode,hr_Weight,hr_WeightDelta,pre1_AtmospherCode,pre1_BasisWeight,pre1_BodyCode,pre1_ClassCode,pre1_ClassPrize,pre1_ConditionCode,pre1_CourseCode,pre1_CourseInfo,pre1_CoursePosition,pre1_Disadvantage,pre1_DisadvantageFinal,pre1_DisadvantageMiddle,pre1_DisadvantageOpening,pre1_Discipline,pre1_Distance,pre1_FieldStatus,pre1_FinishingTime,pre1_First3FDelta,pre1_First3FTime,pre1_FirstphaseScore,pre1_HaedCount,pre1_HorseID,pre1_HorseName,pre1_HorseNumber,pre1_HorsePace,pre1_InOut,pre1_IrregularCategory,pre1_JRDBRemarks,pre1_JockeyID,pre1_JockeyName,pre1_JrdbField,pre1_JrdbIDM,pre1_JrdbPace,pre1_JrdbRaw,pre1_Last3FDelta,pre1_Last3FTime,pre1_LastPhaseScore,pre1_LateStart,pre1_LeftRight,pre1_MorningOdds,pre1_MorningPlaceOdds,pre1_Odds,pre1_OrderOfFinish,pre1_PaceScore,pre1_Pass1,pre1_Pass2,pre1_Pass3,pre1_Pass4,pre1_PaybackPlace,pre1_PaybackWin,pre1_PedigreeID,pre1_PlaceOdds,pre1_Pops,pre1_Position,pre1_PositionAtCorner,pre1_Prize,pre1_RaceCategory,pre1_RaceCondition,pre1_RaceGrade,pre1_RaceID,pre1_RaceInfo,pre1_RaceName,pre1_RacePace,pre1_RacePaceScore,pre1_RaceRemarks,pre1_RaceRunStyle,pre1_RegisterdDate,pre1_ResultID,pre1_TimeDelta,pre1_TrainerID,pre1_TrainerName,pre1_WeatherCode,pre1_Weight,pre1_WeightDelta,pre2_AtmospherCode,pre2_BasisWeight,pre2_BodyCode,pre2_ClassCode,pre2_ClassPrize,pre2_ConditionCode,pre2_CourseCode,pre2_CourseInfo,pre2_CoursePosition,pre2_Disadvantage,pre2_DisadvantageFinal,pre2_DisadvantageMiddle,pre2_DisadvantageOpening,pre2_Discipline,pre2_Distance,pre2_FieldStatus,pre2_FinishingTime,pre2_First3FDelta,pre2_First3FTime,pre2_FirstphaseScore,pre2_HaedCount,pre2_HorseID,pre2_HorseName,pre2_HorseNumber,pre2_HorsePace,pre2_InOut,pre2_IrregularCategory,pre2_JRDBRemarks,pre2_JockeyID,pre2_JockeyName,pre2_JrdbField,pre2_JrdbIDM,pre2_JrdbPace,pre2_JrdbRaw,pre2_Last3FDelta,pre2_Last3FTime,pre2_LastPhaseScore,pre2_LateStart,pre2_LeftRight,pre2_MorningOdds,pre2_MorningPlaceOdds,pre2_Odds,pre2_OrderOfFinish,pre2_PaceScore,pre2_Pass1,pre2_Pass2,pre2_Pass3,pre2_Pass4,pre2_PaybackPlace,pre2_PaybackWin,pre2_PedigreeID,pre2_PlaceOdds,pre2_Pops,pre2_Position,pre2_PositionAtCorner,pre2_Prize,pre2_RaceCategory,pre2_RaceCondition,pre2_RaceGrade,pre2_RaceID,pre2_RaceInfo,pre2_RaceName,pre2_RacePace,pre2_RacePaceScore,pre2_RaceRemarks,pre2_RaceRunStyle,pre2_RegisterdDate,pre2_ResultID,pre2_TimeDelta,pre2_TrainerID,pre2_TrainerName,pre2_WeatherCode,pre2_Weight,pre2_WeightDelta,pre3_AtmospherCode,pre3_BasisWeight,pre3_BodyCode,pre3_ClassCode,pre3_ClassPrize,pre3_ConditionCode,pre3_CourseCode,pre3_CourseInfo,pre3_CoursePosition,pre3_Disadvantage,pre3_DisadvantageFinal,pre3_DisadvantageMiddle,pre3_DisadvantageOpening,pre3_Discipline,pre3_Distance,pre3_FieldStatus,pre3_FinishingTime,pre3_First3FDelta,pre3_First3FTime,pre3_FirstphaseScore,pre3_HaedCount,pre3_HorseID,pre3_HorseName,pre3_HorseNumber,pre3_HorsePace,pre3_InOut,pre3_IrregularCategory,pre3_JRDBRemarks,pre3_JockeyID,pre3_JockeyName,pre3_JrdbField,pre3_JrdbIDM,pre3_JrdbPace,pre3_JrdbRaw,pre3_Last3FDelta,pre3_Last3FTime,pre3_LastPhaseScore,pre3_LateStart,pre3_LeftRight,pre3_MorningOdds,pre3_MorningPlaceOdds,pre3_Odds,pre3_OrderOfFinish,pre3_PaceScore,pre3_Pass1,pre3_Pass2,pre3_Pass3,pre3_Pass4,pre3_PaybackPlace,pre3_PaybackWin,pre3_PedigreeID,pre3_PlaceOdds,pre3_Pops,pre3_Position,pre3_PositionAtCorner,pre3_Prize,pre3_RaceCategory,pre3_RaceCondition,pre3_RaceGrade,pre3_RaceID,pre3_RaceInfo,pre3_RaceName,pre3_RacePace,pre3_RacePaceScore,pre3_RaceRemarks,pre3_RaceRunStyle,pre3_RegisterdDate,pre3_ResultID,pre3_TimeDelta,pre3_TrainerID,pre3_TrainerName,pre3_WeatherCode,pre3_Weight,pre3_WeightDelta
s,s,s,8.5,2.0,5.0,5.0,550.0,s,s,s,s,s,s,s,s,s,s,s,37s,s,0.0,,s,0s,3.0,06s,s,s,s,s,1s,s,s,s,,1.0,s,s,s,s,79s,24s,12s,1s,s,s,s,s,s,s,22s,0600110101s,ミナミノライズs,1.0,s,s,s,00s,,s,,6s,10416s,吉田豊s,,4.699999809265137,,s,,,,,,s,,,,,,s,,s,,s,,05s,永嶋　道治氏s,,s,,s,97100761s,,187.0,,06995401s,9710076119991212s,05995603s,9710076119991121s,06994804s,9710076119991003s,06994405s,9710076119990919s,s,s,,s,520.0,06001101s,0.0,s,2.0,153.0,2.0,1s,2s,s,A1s,1s,s,s,5s,2s,0s,0s,s,,3s,,s,-3.0999999046325684,s,,s,s,1.0,s,0.20000000298023224,3s,10263s,美浦s,嶋田功s,5s,2s,s,,,0.0,06s,20000105s,5.0,2s,1000.0,510.0,8.0,1.0,1.0,1.0,s,06001101s,12s,A3s,3.0,200.0,130.0,1000.0,2000.0,1s,550.0,3s,38s,0.0,3s,6.0,1s,3.0,,,,,2s,1000.0,11s,1021.0,,359.0,-14.399999618530273,8.0,0600110101s,ミナミノライズs,1.0,Ss,1s,0s,s,10416s,吉田豊s,-7.0,22.0,1.0,21.0,-5.0,385.0,-20.700000762939453,s,1s,11.800000190734863,1.899999976158142,11.600000381469727,7.0,-9.399999618530273,0.0,0.0,3.0,4.0,,,97100761s,1.7000000476837158,5.0,,s,0.0,12s,A3s,s,06001101s,s,s,Hs,-2.5,002s,3                  0    03333s,20000105s,9710076120000105s,16.0,10263s,嶋田功s,1s,446.0,,3s,540.0,3s,37s,0.0,3s,6.0,1s,3.0,,,,,2s,1000.0,11s,1018.0,,354.0,-10.100000381469727,8.0,0699540107s,ミナミノライズs,7.0,Ss,1s,0s,s,10416s,吉田豊s,-10.0,26.0,3.0,23.0,0.0,385.0,-23.200000762939453,s,1s,6.199999809265137,2.9000000953674316,8.699999809265137,3.0,-6.400000095367432,0.0,0.0,2.0,2.0,,,97100761s,2.4000000953674316,3.0,,s,130.0,11s,A3s,s,06995401s,s,s,Ms,-6.400000095367432,102s,2                130    03333s,19991212s,9710076119991212s,12.0,10263s,嶋田功s,1s,452.0,,3s,540.0,3s,18s,0.0,3s,5.0,3s,3.0,,,,,1s,1600.0,10s,1393.0,-5.0,360.0,-3.0999999046325684,18.0,0599560313s,ミナミノライズs,13.0,Ms,1s,0s,s,10416s,吉田豊s,-2.0,26.0,7.0,17.0,-4.0,382.0,-31.100000381469727,s,2s,10.100000381469727,2.799999952316284,7.400000095367432,15.0,-19.5,0.0,0.0,6.0,6.0,,,97100761s,2.299999952316284,4.0,2.0,s,0.0,11s,A3s,s,05995603s,s,s,Hs,-16.5,002s,2                  0    03232s,19991121s,9710076119991121s,14.0,10263s,嶋田功s,1s,444.0,,3s,530.0,3s,18s,0.0,3s,6.0,5s,2.0,,,,,1s,1200.0,11s,1118.0,,349.0,-10.800000190734863,8.0,0699480401s,ミナミノライズs,1.0,Ss,2s,0s,s,10339s,横山典弘s,-9.0,32.0,8.0,23.0,-3.0,368.0,-21.0,s,1s,9.300000190734863,1.5,5.599999904632568,2.0,-23.5,0.0,0.0,4.0,4.0,110.0,,97100761s,1.100000023841858,2.0,,s,240.0,11s,A1s,s,06994804s,1s,s,Ms,-21.100000381469727,002s,3           110  240    03333s,19991003s,9710076119991003s,3.0,10263s,嶋田功s,2s,434.0,
s,s,s,2.0,1.2000000476837158,1.0,1.0,530.0,s,s,s,s,s,s,s,s,s,s,s,37s,s,0.0,,1s,0s,3.0,06s,s,s,s,s,5s,s,s,s,,2.0,s,s,s,s,5s,11s,53s,81s,s,s,s,s,s,s,10s,0600110102s,ユーワジュリエットs,2.0,s,s,s,00s,,1s,,1s,10318s,中舘英二s,,56.0,,1s,,,,,,s,,,,,,s,,s,,s,,05s,㈱ユーワs,,s,,s,97100656s,,1028.0,,06995502s,9710065619991218s,06995405s,9710065619991212s,s,s,s,s,s,s,,s,330.0,06001101s,0.0,s,1.0,97.0,6.0,s,2s,s,s,2s,s,s,0s,0s,2s,8s,s,,2s,,s,20.100000381469727,1s,,s,s,1.0,s,18.600000381469727,2s,10260s,美浦s,池上昌弘s,1s,2s,s,,,0.0,06s,20000105s,5.0,2s,1000.0,510.0,8.0,1.0,1.0,1.0,s,06001101s,12s,A3s,3.0,200.0,130.0,1000.0,2000.0,1s,530.0,3s,34s,400.0,3s,6.0,1s,1.0,,,,,2s,1000.0,11s,1005.0,,346.0,-1.399999976158142,8.0,0600110102s,ユーワジュリエットs,2.0,Hs,1s,0s,s,10318s,中舘英二s,-7.0,45.0,1.0,44.0,0.0,373.0,-8.699999809265137,s,1s,1.7000000476837158,1.0,1.600000023841858,1.0,-3.799999952316284,0.0,0.0,2.0,1.0,110.0,160.0,97100656s,1.0,1.0,,s,510.0,12s,A3s,s,06001101s,s,s,Hs,-2.5,002s,2    160    110  510  4003333s,20000105s,9710065620000105s,9.0,10260s,池上昌弘s,1s,428.0,,2s,530.0,3s,37s,0.0,3s,6.0,1s,1.0,,,,,2s,1000.0,11s,1006.0,,348.0,-5.599999904632568,8.0,0699550206s,ユーワジュリエットs,6.0,Ms,1s,0s,s,10318s,中舘英二s,-14.0,37.0,2.0,35.0,0.0,376.0,-15.100000381469727,s,1s,2.200000047683716,1.0,3.299999952316284,2.0,-4.599999904632568,0.0,0.0,2.0,2.0,150.0,,97100656s,1.2999999523162842,2.0,,s,240.0,11s,A1s,s,06995502s,s,s,Ms,-4.599999904632568,002s,2           150  240    03333s,19991218s,9710065619991218s,5.0,10260s,池上昌弘s,2s,432.0,,3s,530.0,3s,18s,0.0,3s,6.0,1s,1.0,,,,,1s,1200.0,10s,1112.0,3.0,338.0,1.0,13.0,0699540507s,ユーワジュリエットs,7.0,Hs,2s,0s,s,10318s,中舘英二s,-7.0,37.0,4.0,33.0,2.0,373.0,-20.299999237060547,s,1s,9.600000381469727,2.0,11.300000190734863,4.0,-9.199999809265137,0.0,0.0,1.0,1.0,,,97100656s,2.799999952316284,6.0,,s,90.0,11s,A1s,s,06995405s,s,s,Hs,-9.199999809265137,002s,1                 90    03333s,19991212s,9710065619991212s,3.0,10260s,池上昌弘s,2s,432.0,,s,,s,",3s",,1s,6.0,s,,,,,,s,,s,,0.0,,,11.0,06001205s,s,,s,s,5s,",2,12)5=10=9,7-6=13-1=3s",s,"-13-(3,1)s",8.0,,,,,,,",2,s",s,,,,,,,,,,,,s,,,,s,,s,s,s,06001205s,=13s,"8,2(s",s,,s,s,s,s,,s,s,s,,
s,s,s,34.0,5.400000095367432,8.0,8.0,530.0,s,s,s,s,s,s,s,s,s,s,s,38s,s,0.0,,s,0s,3.0,06s,s,s,s,s,5s,s,s,s,,3.0,s,s,s,s,13s,4s,2s,2s,s,s,s,s,s,s,09s,0600110103s,クリスタルキャニーs,3.0,s,s,s,03s,,s,,s,10407s,宗像徹s,,2.0999999046325684,,s,,,,,,s,,,,,,s,,s,,s,,05s,山田　順通氏s,,s,,s,97100203s,,39.0,,06995401s,9710020319991212s,05995403s,9710020319991114s,05995202s,9710020319991107s,s,s,s,s,,s,0.0,06001101s,0.0,s,2.0,52.0,8.0,s,2s,s,B1s,2s,s,s,1s,0s,0s,0s,s,,3s,,s,-0.8999999761581421,6s,,s,s,1.0,s,-10.399999618530273,3s,10142s,美浦s,矢野進s,s,2s,s,,,0.0,06s,20000105s,5.0,2s,1000.0,510.0,8.0,1.0,1.0,1.0,s,06001101s,12s,A3s,3.0,200.0,130.0,1000.0,2000.0,3s,530.0,3s,38s,0.0,3s,6.0,1s,2.0,,,,,2s,1000.0,11s,1023.0,,364.0,-19.399999618530273,8.0,0600110103s,クリスタルキャニーs,3.0,Ss,1s,0s,s,10407s,宗像徹s,-7.0,20.0,1.0,19.0,-7.0,385.0,-20.700000762939453,s,1s,28.200000762939453,4.599999904632568,37.5,8.0,-12.300000190734863,0.0,0.0,6.0,8.0,,,97100203s,4.400000095367432,8.0,,s,0.0,12s,A3s,s,06001101s,s,s,Hs,-2.5,002s,4                  0    03333s,20000105s,9710020320000105s,18.0,10142s,矢野進s,1s,452.0,,3s,530.0,2s,38s,0.0,3s,6.0,1s,3.0,,,,,2s,1000.0,11s,1035.0,,357.0,-13.100000381469727,8.0,0699540108s,クリスタルキャニーs,8.0,Ss,1s,0s,s,10313s,木幡初広s,-10.0,2.0,3.0,-1.0,-1.0,401.0,-39.099998474121094,s,1s,8.300000190734863,3.0999999046325684,10.300000190734863,6.0,-7.800000190734863,0.0,0.0,3.0,4.0,,,97100203s,3.0999999046325684,4.0,,s,0.0,11s,A3s,s,06995401s,s,s,Ms,-6.400000095367432,102s,3                  0    03333s,19991212s,9710020319991212s,29.0,10142s,矢野進s,1s,462.0,,3s,530.0,2s,18s,0.0,3s,5.0,2s,2.0,,,,,1s,1400.0,10s,1269.0,0.0,351.0,-0.6000000238418579,11.0,0599540302s,クリスタルキャニーs,2.0,Ms,1s,0s,s,10313s,木幡初広s,2.0,16.0,4.0,12.0,2.0,394.0,-39.29999923706055,s,2s,3.0,1.899999976158142,2.5,6.0,-9.399999618530273,0.0,0.0,1.0,1.0,,,97100203s,1.2000000476837158,1.0,,s,0.0,11s,A1s,s,05995403s,s,s,Ms,-9.399999618530273,022s,1                  0    03233s,19991114s,9710020319991114s,16.0,10142s,矢野進s,1s,454.0,,3s,530.0,2s,38s,0.0,3s,5.0,2s,1.0,,,,,2s,1600.0,11s,1444.0,3.0,385.0,-27.0,10.0,0599520210s,クリスタルキャニーs,10.0,Ss,1s,0s,s,10313s,木幡初広s,-15.0,17.0,31.0,-14.0,1.0,392.0,-38.20000076293945,s,2s,2.700000047683716,1.7000000476837158,2.799999952316284,7.0,-53.0,0.0,0.0,1.0,1.0,,,97100203s,1.2000000476837158,1.0,,s,0.0,11s,A1s,s,05995202s,s,s,Ss,-53.0,202s,1                  0    03132s,19991107s,9710020319991107s,11.0,10142s,矢野進s,2s,460.0,
s,s,s,4.0,1.399999976158142,2.0,2.0,530.0,s,s,s,s,s,s,s,s,s,s,s,38s,s,0.0,,2s,0s,3.0,06s,s,s,s,s,5s,s,s,s,,4.0,s,s,s,s,43s,31s,54s,20s,s,s,s,s,s,s,10s,0600110104s,イルバチオs,4.0,305s,301s,s,00s,,2s,,2s,10356s,菊沢隆徳s,,52.79999923706055,,2s,,,,,,s,,,,,,s,,s,,s,,09s,柴原　榮氏s,,s,,s,97104609s,,516.0,,06995501s,9710460919991218s,06995102s,9710460919991204s,05995301s,9710460919991113s,04993104s,9710460919990814s,s,s,,s,517.0,06001101s,0.0,s,1.0,98.0,5.0,s,3s,s,s,2s,s,s,4s,1s,4s,1s,s,,2s,,s,17.5,2s,,s,s,1.0,s,14.399999618530273,3s,10312s,美浦s,小桧山悟s,3s,2s,s,,,0.0,06s,20000105s,5.0,2s,1000.0,510.0,8.0,1.0,1.0,1.0,s,06001101s,12s,A3s,3.0,200.0,130.0,1000.0,2000.0,2s,530.0,3s,37s,0.0,3s,6.0,1s,3.0,,,,,2s,1000.0,11s,1014.0,,361.0,-16.399999618530273,8.0,0600110104s,イルバチオs,4.0,Ss,1s,0s,s,10356s,菊沢隆徳s,-7.0,35.0,1.0,31.0,-10.0,373.0,-6.699999809265137,s,1s,5.5,1.2999999523162842,4.300000190734863,2.0,-16.5,0.0,0.0,8.0,4.0,130.0,,97104609s,1.2000000476837158,2.0,2.0,s,200.0,12s,A3s,s,06001101s,1s,s,Hs,-2.5,002s,4           130  200    03333s,20000105s,9710460920000105s,9.0,10312s,小桧山悟s,1s,462.0,,3s,530.0,3s,38s,0.0,3s,6.0,1s,2.0,,,,,2s,1000.0,11s,1009.0,,356.0,-13.600000381469727,9.0,0699550105s,イルバチオs,5.0,Ss,1s,0s,s,10356s,菊沢隆徳s,-14.0,33.0,2.0,31.0,-5.0,374.0,-13.100000381469727,s,1s,7.0,2.4000000953674316,14.0,2.0,-11.600000381469727,0.0,0.0,6.0,5.0,230.0,,97104609s,1.7999999523162842,4.0,,s,200.0,11s,A3s,s,06995501s,s,s,Hs,-4.599999904632568,002s,3           230  200    03333s,19991218s,9710460919991218s,4.0,10312s,小桧山悟s,2s,462.0,,3s,530.0,3s,38s,0.0,3s,6.0,1s,2.0,,,,,2s,1200.0,20s,1141.0,,350.0,-9.300000190734863,12.0,0699510208s,イルバチオs,8.0,Ms,1s,0s,s,10356s,菊沢隆徳s,-13.0,27.0,5.0,22.0,-1.0,392.0,-23.299999237060547,s,1s,6.5,1.2999999523162842,4.800000190734863,6.0,-13.600000381469727,0.0,0.0,3.0,3.0,,,97104609s,1.399999976158142,2.0,,s,0.0,11s,A3s,s,06995102s,s,s,Ms,-12.399999618530273,002s,1                  0    03333s,19991204s,9710460919991204s,10.0,10312s,小桧山悟s,2s,474.0,,3s,530.0,3s,38s,0.0,3s,5.0,2s,3.0,,,,,2s,1200.0,11s,1149.0,,367.0,-19.5,10.0,0599530102s,イルバチオs,2.0,Ss,1s,0s,s,10356s,菊沢隆徳s,-11.0,27.0,5.0,21.0,-7.0,382.0,-17.0,s,2s,22.5,1.0,9.5,4.0,-19.700000762939453,0.0,0.0,4.0,5.0,,,97104609s,1.2999999523162842,3.0,1.0,s,77.0,11s,A3s,s,05995301s,s,s,Ss,-11.300000190734863,102s,3                 77    03333s,19991113s,9710460919991113s,16.0,10312s,小桧山悟s,1s,478.0,
s,s,s,12.899999618530273,2.5,6.0,6.0,530.0,s,s,s,s,s,s,s,s,s,s,s,38s,s,0.0,,5s,0s,3.0,06s,s,s,s,s,1s,s,s,s,,5.0,s,s,s,s,48s,15s,4s,8s,s,s,s,s,s,s,10s,0600110105s,ダイヤモンドダストs,5.0,s,s,s,03s,,4s,,s,10306s,田面木博公s,,11.300000190734863,,6s,,,,,,s,,,,,,s,,s,,s,,06s,吉野　吉晴氏s,,s,,s,97106623s,,189.0,,01991704s,9710662319990828s,01991406s,9710662319990815s,01991104s,9710662319990807s,s,s,s,s,,s,300.0,06001101s,0.0,s,17.0,138.0,3.0,s,2s,s,A2s,2s,s,s,5s,2s,1s,0s,s,,4s,,s,-10.0,s,,s,s,1.0,s,-4.900000095367432,3s,10197s,美浦s,高松邦男s,s,2s,s,,,0.0,06s,20000105s,5.0,2s,1000.0,510.0,8.0,1.0,1.0,1.0,s,06001101s,12s,A3s,3.0,200.0,130.0,1000.0,2000.0,3s,530.0,4s,38s,0.0,3s,6.0,1s,3.0,,,,,2s,1000.0,11s,1015.0,,359.0,-14.399999618530273,8.0,0600110105s,ダイヤモンドダストs,5.0,Ss,1s,0s,s,10306s,田面木博公s,-7.0,31.0,1.0,30.0,-4.0,380.0,-15.699999809265137,s,1s,25.399999618530273,3.5,33.79999923706055,3.0,-8.100000381469727,0.0,0.0,3.0,4.0,360.0,,97106623s,3.5999999046325684,7.0,,s,130.0,12s,A3s,s,06001101s,s,s,Hs,-2.5,002s,3           360  130    03333s,20000105s,9710662320000105s,10.0,10197s,高松邦男s,1s,414.0,,3s,530.0,3s,38s,0.0,3s,1.0,1s,1.0,,,,,2s,1000.0,10s,1014.0,,359.0,-11.0,8.0,0199170401s,ダイヤモンドダストs,1.0,Ss,1s,0s,s,10306s,田面木博公s,1.0,36.0,2.0,34.0,-2.0,374.0,-12.199999809265137,s,1s,8.600000381469727,1.2999999523162842,8.0,5.0,-8.399999618530273,0.0,0.0,2.0,3.0,,,97106623s,1.2999999523162842,4.0,,s,60.0,11s,A1s,s,01991704s,s,s,Ss,-5.599999904632568,102s,2                 60    03333s,19990828s,9710662319990828s,10.0,10197s,高松邦男s,1s,410.0,,3s,530.0,2s,38s,0.0,3s,1.0,1s,3.0,,,,,2s,1000.0,10s,1020.0,,366.0,-19.5,12.0,0199140611s,ダイヤモンドダストs,11.0,Ss,1s,0s,s,10306s,田面木博公s,-3.0,26.0,5.0,21.0,-4.0,375.0,-17.100000381469727,s,1s,15.899999618530273,5.699999809265137,14.899999618530273,3.0,-17.700000762939453,0.0,0.0,5.0,5.0,230.0,,97106623s,2.0999999046325684,5.0,,s,150.0,11s,A1s,s,01991406s,s,s,Ss,-11.100000381469727,102s,3           230  150    03322s,19990815s,9710662319990815s,6.0,10197s,高松邦男s,1s,416.0,,2s,530.0,2s,38s,0.0,3s,1.0,1s,2.0,,,,,2s,1000.0,20s,1013.0,,351.0,-6.800000190734863,12.0,0199110401s,ダイヤモンドダストs,1.0,Ms,1s,0s,s,10306s,田面木博公s,-9.0,27.0,2.0,25.0,0.0,379.0,-21.5,s,1s,18.5,2.9000000953674316,26.299999237060547,4.0,-5.800000190734863,0.0,0.0,2.0,2.0,,,97106623s,5.199999809265137,9.0,,s,90.0,11s,A1s,s,01991104s,s,s,Ms,-5.800000190734863,002s,1                 90    03333s,19990807s,9710662319990807s,6.0,10197s,高松邦男s,1s,410.0,
